,timestamp,cylinder-number,customer,job-number,grain-screened,ink-color,proof-on-ctd-ink,blade-mfg,cylinder-division,paper-type,ink-type,direct-steam,solvent-type,type-on-cylinder,press-type,press,unit-number,cylinder-size,paper-mill-location,plating-tank,proof-cut,viscosity,caliper,ink-temperature,humifity,roughness,blade-pressure,varnish-pct,press-speed,ink-pct,solvent-pct,ESA-Voltage,ESA-Amperage,wax,hardener,roller-durometer,current-density,anode-space-ratio,chrome-content,band-type
77,19910317,E310,KMART,37355,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,NorthUS,1910,0.46,-0.99,1.09,-0.68,-0.59,0.14,-0.92,0.51,0.24,0.22,-1.35,0.29,-0.1,-3.13,-2.16,0.05,0.4,0.04,0.22,band
78,19910314,F670,MODMAT,47202,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,5,CATALOG,NorthUS,1910,0.87,-1.74,-0.63,-1.07,-0.72,0.14,0.0,0.59,-0.69,-0.46,-0.41,-0.57,-0.1,-0.18,0.04,1.22,0.4,1.33,0.22,noband
79,19910309,M402,MODMAT,47202,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,9,CATALOG,NorthUS,1910,0.87,-0.99,-0.13,-0.21,-0.33,-1.19,0.01,0.13,-0.53,-0.14,-0.02,-0.57,-0.1,0.19,1.4,1.22,0.4,1.33,0.22,noband
80,19910316,X18,KMART,37355,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,828,9,TABLOID,SCANDANAVIAN,1910,-0.59,-0.87,-1.12,0.58,-0.07,1.14,-0.11,-0.03,-0.07,-0.01,0.1,-0.57,-0.1,-0.74,0.04,0.05,0.4,0.04,0.22,noband
81,19910314,F615,MODMAT,47202,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,1,CATALOG,NorthUS,1910,0.87,-1.74,-1.12,-0.28,-1.63,0.14,0.0,1.16,-0.69,-0.01,1.1,-0.57,-0.1,0.0,-0.51,1.22,0.4,-0.61,0.22,noband
82,19910318,F310,KMART,37355,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,2,TABLOID,NorthUS,1910,-0.59,-0.99,1.09,0.89,-0.85,-0.53,-1.27,0.51,0.54,0.22,-1.35,1.15,-0.1,0.19,-1.33,0.05,0.4,0.04,0.22,noband
83,19910318,F72,KMART,37355,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,9,TABLOID,NorthUS,1910,-0.59,-0.99,1.09,0.58,-1.11,-0.53,-1.27,0.82,0.54,-0.01,-1.59,1.15,-0.1,-1.1,-0.24,0.05,0.4,0.04,0.22,noband
84,19910319,X308,ROSES,35753,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,1910,-0.59,-0.99,-0.13,0.5,0.19,-0.86,-0.11,-0.03,0.24,-0.01,0.1,-0.57,-0.1,-0.37,0.86,-1.12,0.4,0.04,0.22,noband
85,19910319,X720,TVGUIDE,25513,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,1911,-0.0,-0.74,0.06,-0.52,-0.46,-0.53,-0.11,1.42,-0.28,-1.07,-1.08,0.29,-0.1,-1.66,-1.06,-0.18,0.4,0.04,0.22,band
86,19910322,G404,JCP,38051,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,NorthUS,1910,1.75,-0.24,0.84,-0.36,-0.2,0.14,-0.46,-0.89,-0.53,0.6,0.79,-0.57,-0.1,0.19,-0.79,-0.42,0.4,0.06,0.22,noband
87,19910325,X798,TVGUIDE,25514,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,1910,1.16,-0.24,-0.13,-2.25,-1.11,-0.53,-0.11,-0.03,-0.23,-0.01,0.1,-0.57,-0.1,0.19,-0.24,-0.18,0.4,0.73,0.22,band
88,19910320,X160,TVGUIDE,25513,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,2,TABLOID,NorthUS,1911,-0.0,-0.74,0.06,-0.21,-0.46,-0.53,-1.27,1.42,-0.23,-1.07,-1.08,-0.57,-0.1,-1.47,-0.24,-0.18,0.4,0.04,0.22,noband
89,19910322,G416,JCP,38051,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,NorthUS,1910,1.16,-0.24,-1.12,0.19,-0.59,0.14,-0.81,-0.89,-0.53,0.6,0.79,-0.57,-0.1,0.19,1.95,-0.42,0.4,0.06,0.22,noband
90,19910323,X350,KMART,37355,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,2,TABLOID,NorthUS,1911,-0.59,-0.24,-0.63,-0.05,-0.59,1.47,0.36,-0.89,0.54,1.3,-0.32,-0.57,-0.1,-0.37,0.04,0.05,0.4,-0.61,0.22,noband
91,19910323,X264,KMART,37355,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,9,TABLOID,NorthUS,1911,-0.59,-0.24,-0.63,1.13,-0.07,1.14,-0.11,-0.89,0.54,1.3,-0.32,-0.57,-0.1,0.0,-0.24,0.05,0.4,-0.61,0.22,noband
92,19910402,X838,TVGUIDE,25515,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,1911,-0.3,-0.62,0.36,-1.07,-0.2,-0.53,1.3,1.55,0.08,-1.17,-1.2,2.87,-0.1,-1.66,-0.51,-0.18,0.4,-0.61,0.22,band
93,19910404,X89,WOOLWORTH,37081,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,1,TABLOID,CANADIAN,1911,-1.17,-0.87,-1.12,0.11,2.78,0.8,-0.11,-0.89,1.16,-0.46,2.49,-0.57,-0.1,-4.42,-2.7,-1.12,0.4,-0.61,0.22,band
94,19910330,X102,BELK,35534,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,827,2,TABLOID,NorthUS,1910,-0.35,-0.87,0.36,-0.28,0.19,2.8,-1.27,1.69,-1.61,-1.26,-1.29,-0.57,-0.1,0.19,-2.16,1.22,0.4,1.4,0.22,noband
95,19910330,X830,BELK,35534,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,827,9,TABLOID,NorthUS,1910,-0.0,-0.87,0.36,0.11,-0.46,2.8,-1.27,1.29,-1.61,-0.98,-0.96,-0.57,-0.1,0.19,1.4,1.22,0.4,1.4,0.22,noband
96,19910405,X118,ROSES,35754,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,1910,0.58,-0.99,0.36,0.5,-1.11,0.47,-0.11,-0.37,1.77,0.22,0.37,-0.57,-0.1,0.19,-0.51,-1.12,0.4,0.02,0.22,noband
97,19910405,X35,ROSES,35754,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,1910,0.23,-0.99,-0.13,0.5,0.19,-0.86,-0.11,0.51,1.77,-0.98,0.55,-0.57,-0.1,0.19,0.31,-1.12,0.4,0.02,0.22,noband
98,19910327,X390,COLORTILE,37572,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,1911,-1.17,-0.37,-0.63,0.5,-0.33,0.47,-0.11,0.48,0.24,-1.17,0.92,-0.57,-0.1,0.19,0.58,-1.12,0.4,0.04,0.22,noband
99,19910327,X754,COLORTILE,37572,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,1911,-1.17,-0.37,-0.63,0.5,0.97,-0.86,-0.11,1.59,0.24,-2.1,0.22,-0.57,-0.1,0.19,1.4,-1.12,0.4,0.04,0.22,noband
100,19910402,O2,TARGET,35814,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,2,SPIEGEL,CANADIAN,1911,-1.17,-0.99,-0.63,-1.07,-0.46,2.8,-1.27,0.28,0.0,-0.25,-0.17,-0.57,-0.1,0.19,2.77,-0.42,0.4,0.73,0.22,noband
101,19910402,3,TARGET,35814,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,9,SPIEGEL,CANADIAN,1911,-0.88,-0.99,-0.63,-1.07,0.19,2.8,-1.27,0.07,0.0,-0.67,0.95,-0.57,-0.1,1.11,1.4,-0.42,0.4,0.73,0.22,noband
102,19910406,F103,BESTPROD,37822,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter70,813,1,CATALOG,NorthUS,1910,-0.59,-0.87,-1.12,-0.28,-1.37,0.14,0.0,-0.89,-0.23,0.6,0.79,-0.57,-0.1,0.55,-0.79,0.05,0.4,0.02,0.22,noband
103,19910406,S180,BESTPROD,37822,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter70,813,5,CATALOG,NorthUS,1910,-0.59,-0.87,-0.63,0.11,-1.37,0.14,0.0,-0.03,-0.23,-0.01,0.1,-0.57,-0.1,-1.66,-1.33,0.05,0.4,0.02,0.22,noband
104,19910511,O8,TARGET,35816,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,2,SPIEGEL,CANADIAN,1910,0.29,2.13,1.83,-1.07,-0.07,0.14,-1.04,-0.89,0.24,1.3,-0.32,-0.57,-0.1,-0.55,1.95,-0.42,0.4,0.02,0.22,band
105,19910501,G608,ECKERD,35458,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,816,2,TABLOID,CANADIAN,1910,-0.59,1.13,-0.63,-0.28,-0.07,1.47,-0.34,-0.89,1.71,0.83,0.43,0.72,-0.1,0.19,0.04,-1.12,0.4,0.73,0.22,band
106,19910502,F416,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter70,813,9,CATALOG,NorthUS,1910,1.16,0.51,0.36,0.73,2.78,1.47,0.0,-0.89,-0.53,0.6,0.79,-0.57,-0.1,0.0,0.01,1.22,0.4,0.73,0.22,band
107,19910502,R14,TARGET,35816,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,SPIEGEL,CANADIAN,1910,-0.59,0.51,2.32,0.11,1.74,0.14,-1.04,0.59,-0.84,-0.46,-0.41,-0.14,-0.1,0.92,0.86,-0.42,0.4,0.73,0.22,band
108,19910503,R14,TARGET,35816,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,SPIEGEL,CANADIAN,1910,-0.59,0.13,0.06,0.5,0.97,0.14,-0.57,0.59,0.47,-0.46,-0.41,-0.14,-0.1,0.92,0.86,-0.42,0.4,-0.61,0.22,band
109,19910503,X249,GUIDEPOSTS,23055,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,COVER,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,1910,-0.3,0.13,1.83,-1.15,-0.33,-0.53,-0.69,-0.89,-0.07,-1.07,3.45,-0.57,-0.1,0.19,-0.24,1.22,0.4,0.73,0.22,band
110,19910507,X817,TVGUIDE,25520,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,CANADIAN,1910,0.58,0.63,-0.13,-0.13,-0.33,-0.53,-0.69,-0.37,-0.2,0.22,0.37,0.29,-0.1,0.19,-0.51,-0.18,0.4,0.02,0.22,band
111,19910508,X746,TVGUIDE,25520,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,1910,-0.0,0.76,-0.13,-1.07,-0.33,0.14,-1.27,-0.37,-0.07,0.11,0.55,0.29,-0.1,-0.74,-0.51,-0.18,0.4,0.02,0.22,band
112,19910517,X195,TOYSRUS,35982,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,824,2,TABLOID,CANADIAN,1910,0.23,2.01,1.83,0.5,-0.59,0.47,0.83,-0.89,0.24,0.6,0.79,0.29,-0.1,0.19,0.31,-0.42,0.4,0.02,0.22,noband
113,19910517,X405,TOYSRUS,35872,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,1910,0.23,2.01,0.84,0.5,0.45,-0.86,-0.11,-0.66,0.24,-0.98,-1.29,-0.57,-0.1,0.19,0.31,-0.42,0.4,0.02,0.22,noband
114,19910505,M337,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,5,CATALOG,NorthUS,1910,0.58,0.13,0.36,1.28,-1.24,0.14,0.0,-0.89,-0.38,0.6,0.79,-0.57,-0.1,-0.37,-0.24,1.22,0.4,0.73,0.22,noband
115,19910507,T32,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7,CATALOG,NorthUS,1910,0.58,0.51,-0.63,-1.59,-0.59,-0.53,0.0,-0.15,-0.58,0.73,-0.87,-0.14,-0.1,1.11,2.77,1.22,0.4,-0.61,0.22,noband
116,19910507,M410,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,2,CATALOG,NorthUS,1910,0.58,0.51,-0.63,-1.18,-1.11,-0.53,1.88,0.68,-0.58,-0.88,0.07,-0.57,-0.1,1.11,0.04,1.22,0.4,-0.61,0.22,noband
117,19910505,E510,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,1,CATALOG,NorthUS,1910,0.58,0.13,-0.13,0.19,-0.98,0.14,0.0,2.29,-0.38,-1.7,-1.77,-0.57,-0.1,0.19,-1.06,1.22,0.4,0.73,0.22,noband
118,19910409,G108,AMES,37168,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,TABLOID,CANADIAN,1911,-1.76,1.51,0.36,-1.85,2.0,1.47,-0.22,-0.89,-0.07,0.11,1.58,-0.57,-0.1,0.19,0.04,-1.12,0.4,1.4,0.22,band
119,19910415,G145,WARDS,37333,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,TABLOID,CANADIAN,1911,0.58,1.13,-0.13,-1.38,0.97,2.13,-0.34,-0.89,-1.0,1.61,-0.81,-0.57,-0.1,0.19,0.04,-0.42,0.4,0.68,0.22,band
120,19910416,X356,TVGUIDE,25517,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,1911,1.16,0.26,0.36,-0.91,-0.85,-0.53,-0.69,2.61,-0.23,-1.93,-2.04,-0.14,-0.1,0.0,-0.24,-0.18,0.4,0.02,0.22,band
121,19910426,G95,WARDS,37333,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,815,2,TABLOID,CANADIAN,1910,-1.17,0.63,0.36,-0.05,0.19,0.14,-1.27,-0.89,0.24,4.04,-4.67,-0.57,-0.1,0.19,0.72,-0.42,0.4,0.73,0.22,band
122,19910426,X802,HANHOUSE,37994,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,1911,1.16,0.63,-0.63,-0.28,0.71,-0.53,-0.69,1.69,0.08,-0.67,-2.19,1.15,-0.1,-0.74,-1.06,-0.18,0.4,0.02,0.22,band
123,19910422,X779,TVGUIDE,25513,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,1910,1.16,-0.24,-1.12,-0.28,-0.07,-0.53,-1.27,1.75,0.24,-1.53,-1.02,-0.57,-0.1,0.19,-0.38,-0.18,0.4,0.68,0.22,band
124,19910426,T380,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,2,CATALOG,NorthUS,1910,0.58,-0.12,-1.12,0.26,1.48,0.14,2.23,-0.89,-1.24,1.3,-0.32,-0.57,-0.1,1.11,0.99,1.22,0.4,0.68,0.22,noband
125,19910426,F146,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,7,CATALOG,NorthUS,1910,0.58,-0.12,-1.12,0.11,-0.59,0.14,3.17,-0.15,-1.24,0.73,-0.87,0.72,-0.1,1.11,0.04,1.22,0.4,0.68,0.22,noband
126,19910428,X9,TOYSRUS,35871,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,1911,-1.17,0.63,-0.63,0.5,0.45,-0.86,-0.34,-0.03,0.85,0.11,-0.11,-0.57,-0.1,-1.29,-1.61,-1.12,0.4,0.02,0.22,noband
127,19910428,X21,TOYSRUS,35871,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,1911,-1.17,0.63,-1.12,-0.28,0.19,0.47,1.06,0.44,0.85,-0.35,-0.29,2.87,-0.1,-1.29,0.04,-1.12,0.4,-0.61,0.22,noband
128,19910419,X220,AMES,37169,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,1911,-0.59,-0.12,-1.12,0.5,-1.37,0.47,-0.11,-0.89,1.77,0.6,0.79,2.87,-0.1,0.19,1.4,-0.42,0.4,0.02,0.22,noband
129,19910419,X147,AMES,47169,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,1911,-0.59,-0.12,-0.63,0.5,-1.11,-0.86,-0.11,-0.89,1.77,0.6,0.79,2.87,-0.1,-1.66,-1.33,-0.42,0.4,0.02,0.22,noband
130,19910415,E92,KMART,32360,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,2,TABLOID,NorthUS,1910,0.0,1.01,-0.63,-0.91,0.19,1.47,-1.27,-0.03,0.0,-0.01,0.1,-0.57,-0.1,-0.74,4.14,-0.42,0.4,0.68,0.22,noband
131,19910415,E85,KMART,32360,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,9,TABLOID,NorthUS,1911,-0.88,1.01,-0.63,0.5,-0.46,0.14,-1.27,-0.23,0.0,-0.25,0.83,-0.57,-0.1,0.19,1.4,-0.42,0.4,0.68,0.22,noband
132,19910409,F685,BESTPROD,37822,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,9,CATALOG,NorthUS,1911,-0.59,0.38,-1.12,0.34,-0.33,-1.19,0.83,-0.03,-0.27,-0.01,0.1,-0.57,-0.1,0.19,1.4,0.05,0.4,0.02,0.22,noband
133,19910409,F569,BESTPROD,37822,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COVER,NO,LINE,YES,WoodHoe70,816,2,CATALOG,NorthUS,1911,-0.59,0.38,-1.12,0.03,-0.07,-1.19,0.36,-0.01,-0.27,0.22,-0.5,-0.57,-0.1,0.19,0.31,0.05,0.4,0.02,0.22,noband
134,19910426,X139,HANHOUSE,37994,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,2,TABLOID,NorthUS,1911,1.16,-0.74,-0.13,0.11,0.06,-0.53,-1.27,1.69,0.08,-0.25,-1.29,1.15,-0.1,0.19,0.04,-0.18,0.4,-0.61,0.22,noband
135,19910430,X12,TVGUIDE,25519,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,1910,0.81,1.63,1.83,0.11,0.45,-0.53,-0.11,-0.89,-0.07,3.0,-3.01,1.15,-0.1,0.19,-0.24,-0.18,0.4,0.02,0.22,band
136,19910423,G518,ECKERD,35458,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,816,9,TABLOID,CANADIAN,1910,-0.59,0.63,-0.63,0.89,0.06,-1.19,-0.34,-0.89,1.47,0.87,0.37,-0.57,-0.1,0.19,1.4,-1.12,0.4,0.68,0.22,band
137,19910605,X116,ECKERD,35460,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,1910,-0.0,0.38,0.84,0.11,-0.33,0.47,-0.11,-0.03,1.31,-0.01,0.1,0.29,-0.1,0.19,0.86,-1.12,0.4,0.68,0.22,noband
138,19910604,X818,KMART,37365,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,828,2,TABLOID,SCANDANAVIAN,1910,0.29,2.13,1.83,0.5,0.19,0.14,-0.11,-0.89,1.31,0.6,0.79,-0.57,-0.1,-1.66,0.04,0.05,0.4,0.68,0.22,noband
139,19910604,X346,KMART,37365,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,828,9,TABLOID,SCANDANAVIAN,1910,0.29,2.13,1.09,0.5,0.19,0.14,-0.11,-0.89,1.31,-0.67,2.82,-0.57,-0.1,-1.66,-0.65,0.05,0.4,0.68,0.22,noband
140,19910605,X103,ECKERD,35460,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,1910,-0.0,0.38,1.35,0.11,-0.59,-0.86,1.06,0.73,1.31,-0.58,-0.53,0.29,-0.1,0.19,2.23,-1.12,0.4,0.68,0.22,noband
141,19910603,E74,KMART,37365,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,NO,Motter94,827,2,TABLOID,CANADIAN,1911,-0.88,2.38,0.84,-0.36,-1.89,0.14,-0.34,-0.37,-1.0,0.35,0.16,-0.57,-0.1,0.19,0.04,1.22,0.4,0.77,0.22,noband
142,19910603,E86,KMART,37365,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,9,TABLOID,CANADIAN,1911,-0.88,2.38,1.83,-0.28,-1.76,0.14,-0.69,-0.06,-1.0,-0.25,0.49,-0.57,-0.1,-0.18,-0.24,1.22,0.4,0.73,0.22,noband
143,19910529,X396,WARDS,37338,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,1911,0.29,1.13,1.83,-0.68,-0.59,0.47,-1.27,0.44,-0.69,-0.35,-0.29,-0.57,-0.1,-0.74,1.4,0.05,0.4,1.4,0.22,noband
144,19910524,X155,ROSES,37758,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,9,TABLOID,CANADIAN,1910,-0.59,1.38,0.36,0.5,0.71,1.14,-0.34,-0.89,1.16,0.6,0.79,1.15,-0.1,0.19,-1.06,-1.12,0.4,0.68,0.22,noband
145,19910524,X29,ROSES,35758,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,2,TABLOID,CANADIAN,1910,-0.59,1.38,-0.13,0.5,0.71,1.14,0.13,-0.89,1.16,0.6,0.79,1.15,-0.1,-1.84,0.04,-1.12,0.4,0.68,0.22,noband
146,19910430,G518,ECKERD,35458,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,CANADIAN,1910,-0.59,1.63,-1.12,0.11,0.84,1.47,-0.57,-0.89,1.77,0.6,0.79,-0.57,-0.1,0.19,0.04,-1.12,0.4,0.02,0.22,noband
147,19910430,G608,ECKERD,35458,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,CANADIAN,1910,-0.59,1.63,-0.63,-0.28,0.45,0.14,0.01,-0.89,1.77,0.83,0.43,0.72,-0.1,0.19,0.04,-1.12,0.4,0.73,0.22,noband
148,19910531,M337,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7,CATALOG,NorthUS,1910,0.58,2.25,1.35,1.28,0.45,0.14,2.23,-0.89,-0.38,1.3,-0.32,-0.57,-0.1,1.11,0.04,1.22,0.4,0.68,0.22,band
149,19910529,X381,WARDS,37338,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,824,9,TABLOID,CANADIAN,1911,0.58,1.13,1.83,0.5,-0.33,-0.86,-0.34,-0.03,-0.69,-0.01,0.1,-0.57,-0.1,-2.58,-1.33,0.05,0.4,1.4,0.22,noband
150,19910524,J582,HILLS,37915,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,TABLOID,NorthUS,1910,0.58,1.38,1.83,0.03,2.52,0.14,-0.69,0.74,-0.23,-1.43,0.83,-0.57,-0.1,0.74,0.86,-0.42,0.4,1.4,0.22,noband
151,19910524,J62,HILLS,37915,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,9,TABLOID,NorthUS,1911,0.58,1.38,1.83,-0.36,2.26,0.14,-0.57,0.81,0.39,-1.07,0.13,-0.57,-0.1,0.74,-0.51,-0.42,0.4,1.4,0.22,noband
152,19910528,F510,MODMAT,47203,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,1,CATALOG,NorthUS,1910,0.58,2.13,1.35,-1.54,-1.11,-0.02,0.0,2.26,-0.38,-1.78,-1.59,-0.57,-0.1,0.19,0.04,1.22,0.4,0.68,0.22,band
153,19910604,Y216,KMART,37305,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,815,9,TABLOID,SCANDANAVIAN,1911,-1.17,2.13,1.83,-0.21,1.48,0.8,-0.11,0.03,-1.0,0.73,-1.23,-0.14,-0.1,0.19,0.04,0.05,0.4,0.77,0.22,band
154,19910610,G089,WARDS,37501,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,NorthUS,1910,0.0,0.63,0.36,0.52,0.71,-2.53,-0.11,-0.07,1.29,-0.58,1.07,1.58,-0.1,1.11,-0.51,-1.12,0.4,1.4,0.22,noband
155,19910610,G572,WARDS,37501,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,NorthUS,1910,-1.46,0.63,1.35,-0.26,0.06,-2.19,-0.34,-0.07,1.29,-0.58,1.07,-0.57,-0.1,-1.1,-1.33,-1.12,0.4,0.68,0.22,noband
